Site,Year,Month,Day,Value
Beijing,2013,201304,20130413,59
Guangzhou,2013,201304,20130413,110
Shanghai,2013,201304,20130413,83
Beijing,2013,201304,20130414,31
Guangzhou,2013,201304,20130414,111
Shanghai,2013,201304,20130414,59
Beijing,2013,201304,20130415,68
Guangzhou,2013,201304,20130415,163
Shanghai,2013,201304,20130415,87
Beijing,2013,201304,20130416,61
Guangzhou,2013,201304,20130416,108
Shanghai,2013,201304,20130416,53
Beijing,2013,201304,20130417,47
Guangzhou,2013,201304,20130417,70
Shanghai,2013,201304,20130417,96
Beijing,2013,201304,20130418,12
Guangzhou,2013,201304,20130418,54
Shanghai,2013,201304,20130418,76
Beijing,2013,201304,20130419,55
Chengdu,2013,201304,20130419,111
Guangzhou,2013,201304,20130419,34
Shanghai,2013,201304,20130419,29
Beijing,2013,201304,20130420,79
Chengdu,2013,201304,20130420,72
Guangzhou,2013,201304,20130420,33
Shanghai,2013,201304,20130420,30
Beijing,2013,201304,20130421,131
Chengdu,2013,201304,20130421,60
Guangzhou,2013,201304,20130421,42
Shanghai,2013,201304,20130421,60
Beijing,2013,201304,20130422,172
Chengdu,2013,201304,20130422,79
Guangzhou,2013,201304,20130422,68
Shanghai,2013,201304,20130422,49
Shenyang,2013,201304,20130422,113
Beijing,2013,201304,20130423,206
Chengdu,2013,201304,20130423,76
Guangzhou,2013,201304,20130423,67
Shanghai,2013,201304,20130423,86
Shenyang,2013,201304,20130423,108
Beijing,2013,201304,20130424,79
Chengdu,2013,201304,20130424,51
Guangzhou,2013,201304,20130424,57
Shanghai,2013,201304,20130424,98
Shenyang,2013,201304,20130424,75
Beijing,2013,201304,20130425,17
Chengdu,2013,201304,20130425,74
Guangzhou,2013,201304,20130425,68
Shanghai,2013,201304,20130425,97
Shenyang,2013,201304,20130425,40
Beijing,2013,201304,20130426,72
Chengdu,2013,201304,20130426,100
Guangzhou,2013,201304,20130426,28
Shanghai,2013,201304,20130426,53
Shenyang,2013,201304,20130426,43
Beijing,2013,201304,20130427,73
Chengdu,2013,201304,20130427,154
Guangzhou,2013,201304,20130427,77
Shanghai,2013,201304,20130427,44
Shenyang,2013,201304,20130427,97
Beijing,2013,201304,20130428,72
Chengdu,2013,201304,20130428,201
Guangzhou,2013,201304,20130428,88
Shanghai,2013,201304,20130428,39
Shenyang,2013,201304,20130428,50
Beijing,2013,201304,20130429,30
Chengdu,2013,201304,20130429,57
Guangzhou,2013,201304,20130429,45
Shanghai,2013,201304,20130429,86
Shenyang,2013,201304,20130429,24
Beijing,2013,201304,20130430,21
Chengdu,2013,201304,20130430,38
Guangzhou,2013,201304,20130430,39
Shanghai,2013,201304,20130430,37
Shenyang,2013,201304,20130430,26
Beijing,2013,201305,20130501,46
Chengdu,2013,201305,20130501,74
Guangzhou,2013,201305,20130501,29
Shanghai,2013,201305,20130501,36
Shenyang,2013,201305,20130501,55
Beijing,2013,201305,20130502,83
Chengdu,2013,201305,20130502,50
Guangzhou,2013,201305,20130502,36
Shanghai,2013,201305,20130502,40
Shenyang,2013,201305,20130502,75
Beijing,2013,201305,20130503,64
Chengdu,2013,201305,20130503,100
Guangzhou,2013,201305,20130503,41
Shanghai,2013,201305,20130503,42
Shenyang,2013,201305,20130503,75
Beijing,2013,201305,20130504,87
Chengdu,2013,201305,20130504,70
Guangzhou,2013,201305,20130504,32
Shanghai,2013,201305,20130504,43
Shenyang,2013,201305,20130504,76
Beijing,2013,201305,20130505,186
Chengdu,2013,201305,20130505,75
Guangzhou,2013,201305,20130505,59
Shanghai,2013,201305,20130505,50
Shenyang,2013,201305,20130505,93
Beijing,2013,201305,20130506,214
Chengdu,2013,201305,20130506,62
Guangzhou,2013,201305,20130506,71
Shanghai,2013,201305,20130506,52
Shenyang,2013,201305,20130506,171
Beijing,2013,201305,20130507,179
Chengdu,2013,201305,20130507,77
Guangzhou,2013,201305,20130507,48
Shanghai,2013,201305,20130507,51
Shenyang,2013,201305,20130507,189
Beijing,2013,201305,20130508,124
Chengdu,2013,201305,20130508,76
Guangzhou,2013,201305,20130508,37
Shanghai,2013,201305,20130508,37
Shenyang,2013,201305,20130508,87
Beijing,2013,201305,20130509,50
Chengdu,2013,201305,20130509,20
Guangzhou,2013,201305,20130509,32
Shanghai,2013,201305,20130509,48
Shenyang,2013,201305,20130509,56
Beijing,2013,201305,20130510,49
Chengdu,2013,201305,20130510,25
Guangzhou,2013,201305,20130510,54
Shanghai,2013,201305,20130510,118
Shenyang,2013,201305,20130510,32
Beijing,2013,201305,20130511,53
Chengdu,2013,201305,20130511,55
Guangzhou,2013,201305,20130511,53
Shanghai,2013,201305,20130511,127
Shenyang,2013,201305,20130511,73
Beijing,2013,201305,20130512,49
Chengdu,2013,201305,20130512,76
Guangzhou,2013,201305,20130512,73
Shanghai,2013,201305,20130512,97
Shenyang,2013,201305,20130512,54
Beijing,2013,201305,20130513,104
Chengdu,2013,201305,20130513,125
Guangzhou,2013,201305,20130513,47
Shanghai,2013,201305,20130513,56
Shenyang,2013,201305,20130513,64
Beijing,2013,201305,20130514,63
Chengdu,2013,201305,20130514,78
Guangzhou,2013,201305,20130514,32
Shanghai,2013,201305,20130514,38
Shenyang,2013,201305,20130514,38
Beijing,2013,201305,20130515,68
Chengdu,2013,201305,20130515,47
Guangzhou,2013,201305,20130515,24
Shanghai,2013,201305,20130515,23
Shenyang,2013,201305,20130515,34
Beijing,2013,201305,20130516,69
Chengdu,2013,201305,20130516,40
Guangzhou,2013,201305,20130516,31
Shanghai,2013,201305,20130516,18
Shenyang,2013,201305,20130516,75
Beijing,2013,201305,20130517,109
Chengdu,2013,201305,20130517,38
Guangzhou,2013,201305,20130517,77
Shanghai,2013,201305,20130517,30
Shenyang,2013,201305,20130517,47
Beijing,2013,201305,20130518,86
Chengdu,2013,201305,20130518,27
Guangzhou,2013,201305,20130518,63
Shanghai,2013,201305,20130518,44
Shenyang,2013,201305,20130518,49
Beijing,2013,201305,20130519,54
Chengdu,2013,201305,20130519,44
Guangzhou,2013,201305,20130519,31
Shanghai,2013,201305,20130519,90
Shenyang,2013,201305,20130519,49
Beijing,2013,201305,20130520,49
Chengdu,2013,201305,20130520,51
Guangzhou,2013,201305,20130520,36
Shanghai,2013,201305,20130520,102
Shenyang,2013,201305,20130520,16
Beijing,2013,201305,20130521,102
Chengdu,2013,201305,20130521,61
Guangzhou,2013,201305,20130521,73
Shanghai,2013,201305,20130521,82
Shenyang,2013,201305,20130521,30
Beijing,2013,201305,20130522,63
Chengdu,2013,201305,20130522,105
Guangzhou,2013,201305,20130522,30
Shanghai,2013,201305,20130522,46
Shenyang,2013,201305,20130522,60
Beijing,2013,201305,20130523,87
Chengdu,2013,201305,20130523,133
Guangzhou,2013,201305,20130523,33
Shanghai,2013,201305,20130523,36
Shenyang,2013,201305,20130523,71
Beijing,2013,201305,20130524,116
Chengdu,2013,201305,20130524,56
Guangzhou,2013,201305,20130524,37
Shanghai,2013,201305,20130524,46
Shenyang,2013,201305,20130524,43
Beijing,2013,201305,20130525,64
Chengdu,2013,201305,20130525,40
Guangzhou,2013,201305,20130525,19
Shanghai,2013,201305,20130525,28
Shenyang,2013,201305,20130525,76
Beijing,2013,201305,20130526,103
Chengdu,2013,201305,20130526,40
Guangzhou,2013,201305,20130526,13
Shanghai,2013,201305,20130526,35
Shenyang,2013,201305,20130526,56
Beijing,2013,201305,20130527,77
Chengdu,2013,201305,20130527,72
Guangzhou,2013,201305,20130527,26
Shanghai,2013,201305,20130527,24
Shenyang,2013,201305,20130527,31
Beijing,2013,201305,20130528,83
Chengdu,2013,201305,20130528,69
Guangzhou,2013,201305,20130528,28
Shanghai,2013,201305,20130528,52
Shenyang,2013,201305,20130528,23
Beijing,2013,201305,20130529,20
Chengdu,2013,201305,20130529,24
Guangzhou,2013,201305,20130529,27
Shanghai,2013,201305,20130529,88
Shenyang,2013,201305,20130529,31
Beijing,2013,201305,20130530,59
Chengdu,2013,201305,20130530,35
Guangzhou,2013,201305,20130530,42
Shanghai,2013,201305,20130530,35
Shenyang,2013,201305,20130530,62
Beijing,2013,201305,20130531,92
Chengdu,2013,201305,20130531,50
Guangzhou,2013,201305,20130531,42
Shanghai,2013,201305,20130531,38
Shenyang,2013,201305,20130531,66
Beijing,2013,201306,20130601,73
Chengdu,2013,201306,20130601,50
Guangzhou,2013,201306,20130601,25
Shanghai,2013,201306,20130601,81
Shenyang,2013,201306,20130601,54
Beijing,2013,201306,20130602,156
Chengdu,2013,201306,20130602,47
Guangzhou,2013,201306,20130602,25
Shanghai,2013,201306,20130602,39
Shenyang,2013,201306,20130602,50
Beijing,2013,201306,20130603,132
Chengdu,2013,201306,20130603,77
Guangzhou,2013,201306,20130603,44
Shanghai,2013,201306,20130603,55
Shenyang,2013,201306,20130603,45
Beijing,2013,201306,20130604,130
Chengdu,2013,201306,20130604,81
Guangzhou,2013,201306,20130604,38
Shanghai,2013,201306,20130604,29
Shenyang,2013,201306,20130604,32
Beijing,2013,201306,20130605,147
Chengdu,2013,201306,20130605,93
Guangzhou,2013,201306,20130605,21
Shanghai,2013,201306,20130605,18
Shenyang,2013,201306,20130605,50
Beijing,2013,201306,20130606,154
Chengdu,2013,201306,20130606,48
Guangzhou,2013,201306,20130606,24
Shanghai,2013,201306,20130606,14
Shenyang,2013,201306,20130606,33
Beijing,2013,201306,20130607,137
Chengdu,2013,201306,20130607,50
Guangzhou,2013,201306,20130607,20
Shanghai,2013,201306,20130607,10
Shenyang,2013,201306,20130607,28
Beijing,2013,201306,20130608,175
Chengdu,2013,201306,20130608,48
Guangzhou,2013,201306,20130608,18
Shanghai,2013,201306,20130608,26
Shenyang,2013,201306,20130608,53
Beijing,2013,201306,20130609,57
Chengdu,2013,201306,20130609,21
Guangzhou,2013,201306,20130609,23
Shanghai,2013,201306,20130609,40
Shenyang,2013,201306,20130609,58
Beijing,2013,201306,20130610,32
Chengdu,2013,201306,20130610,27
Guangzhou,2013,201306,20130610,22
Shanghai,2013,201306,20130610,28
Shenyang,2013,201306,20130610,18
Beijing,2013,201306,20130611,62
Chengdu,2013,201306,20130611,35
Guangzhou,2013,201306,20130611,22
Shanghai,2013,201306,20130611,116
Shenyang,2013,201306,20130611,25
Beijing,2013,201306,20130612,68
Chengdu,2013,201306,20130612,45
Guangzhou,2013,201306,20130612,42
Shanghai,2013,201306,20130612,110
Shenyang,2013,201306,20130612,28
Beijing,2013,201306,20130613,107
Chengdu,2013,201306,20130613,75
Guangzhou,2013,201306,20130613,30
Shanghai,2013,201306,20130613,60
Shenyang,2013,201306,20130613,55
Beijing,2013,201306,20130614,108
Chengdu,2013,201306,20130614,64
Guangzhou,2013,201306,20130614,24
Shanghai,2013,201306,20130614,29
Shenyang,2013,201306,20130614,73
Beijing,2013,201306,20130615,126
Chengdu,2013,201306,20130615,71
Guangzhou,2013,201306,20130615,20
Shanghai,2013,201306,20130615,22
Shenyang,2013,201306,20130615,40
Beijing,2013,201306,20130616,174
Chengdu,2013,201306,20130616,83
Guangzhou,2013,201306,20130616,19
Shanghai,2013,201306,20130616,46
Shenyang,2013,201306,20130616,56
Beijing,2013,201306,20130617,36
Chengdu,2013,201306,20130617,85
Guangzhou,2013,201306,20130617,19
Shanghai,2013,201306,20130617,57
Shenyang,2013,201306,20130617,68
Beijing,2013,201306,20130618,54
Chengdu,2013,201306,20130618,80
Guangzhou,2013,201306,20130618,27
Shanghai,2013,201306,20130618,57
Shenyang,2013,201306,20130618,83
Beijing,2013,201306,20130619,52
Chengdu,2013,201306,20130619,47
Guangzhou,2013,201306,20130619,28
Shanghai,2013,201306,20130619,80
Shenyang,2013,201306,20130619,41
Beijing,2013,201306,20130620,92
Chengdu,2013,201306,20130620,32
Guangzhou,2013,201306,20130620,36
Shanghai,2013,201306,20130620,58
Shenyang,2013,201306,20130620,24
Beijing,2013,201306,20130621,78
Chengdu,2013,201306,20130621,29
Guangzhou,2013,201306,20130621,24
Shanghai,2013,201306,20130621,40
Shenyang,2013,201306,20130621,34
Beijing,2013,201306,20130622,60
Chengdu,2013,201306,20130622,40
Guangzhou,2013,201306,20130622,12
Shanghai,2013,201306,20130622,48
Shenyang,2013,201306,20130622,40
Beijing,2013,201306,20130623,69
Chengdu,2013,201306,20130623,31
Guangzhou,2013,201306,20130623,18
Shanghai,2013,201306,20130623,57
Shenyang,2013,201306,20130623,43
Beijing,2013,201306,20130624,109
Chengdu,2013,201306,20130624,40
Guangzhou,2013,201306,20130624,14
Shanghai,2013,201306,20130624,53
Shenyang,2013,201306,20130624,30
Beijing,2013,201306,20130625,127
Chengdu,2013,201306,20130625,39
Guangzhou,2013,201306,20130625,28
Shanghai,2013,201306,20130625,35
Shenyang,2013,201306,20130625,51
Beijing,2013,201306,20130626,158
Chengdu,2013,201306,20130626,55
Guangzhou,2013,201306,20130626,28
Shanghai,2013,201306,20130626,21
Shenyang,2013,201306,20130626,37
Beijing,2013,201306,20130627,93
Chengdu,2013,201306,20130627,80
Guangzhou,2013,201306,20130627,25
Shanghai,2013,201306,20130627,12
Shenyang,2013,201306,20130627,51
Beijing,2013,201306,20130628,294
Chengdu,2013,201306,20130628,80
Guangzhou,2013,201306,20130628,26
Shanghai,2013,201306,20130628,13
Shenyang,2013,201306,20130628,48
Beijing,2013,201306,20130629,104
Chengdu,2013,201306,20130629,93
Guangzhou,2013,201306,20130629,23
Shanghai,2013,201306,20130629,22
Shenyang,2013,201306,20130629,32
Beijing,2013,201306,20130630,180
Chengdu,2013,201306,20130630,31
Guangzhou,2013,201306,20130630,24
Shanghai,2013,201306,20130630,54
Shenyang,2013,201306,20130630,29
Beijing,2013,201307,20130701,143
Chengdu,2013,201307,20130701,24
Guangzhou,2013,201307,20130701,18
Shanghai,2013,201307,20130701,77
Shenyang,2013,201307,20130701,21
Beijing,2013,201307,20130702,17
Guangzhou,2013,201307,20130702,19
Shanghai,2013,201307,20130702,42
Shenyang,2013,201307,20130702,13
Beijing,2013,201307,20130703,32
Guangzhou,2013,201307,20130703,18
Shanghai,2013,201307,20130703,32
Shenyang,2013,201307,20130703,26
Beijing,2013,201307,20130704,28
Guangzhou,2013,201307,20130704,21
Shanghai,2013,201307,20130704,34
Shenyang,2013,201307,20130704,39
Beijing,2013,201307,20130705,23
Chengdu,2013,201307,20130705,54
Guangzhou,2013,201307,20130705,22
Shanghai,2013,201307,20130705,26
Shenyang,2013,201307,20130705,16
Beijing,2013,201307,20130706,61
Chengdu,2013,201307,20130706,44
Shanghai,2013,201307,20130706,32
Shenyang,2013,201307,20130706,44
Beijing,2013,201307,20130707,92
Chengdu,2013,201307,20130707,58
Shanghai,2013,201307,20130707,36
Shenyang,2013,201307,20130707,49
Beijing,2013,201307,20130708,91
Chengdu,2013,201307,20130708,68
Guangzhou,2013,201307,20130708,18
Shanghai,2013,201307,20130708,34
Shenyang,2013,201307,20130708,47
Beijing,2013,201307,20130709,83
Chengdu,2013,201307,20130709,32
Guangzhou,2013,201307,20130709,12
Shanghai,2013,201307,20130709,34
Shenyang,2013,201307,20130709,47
Beijing,2013,201307,20130710,37
Chengdu,2013,201307,20130710,15
Guangzhou,2013,201307,20130710,21
Shanghai,2013,201307,20130710,34
Shenyang,2013,201307,20130710,26
Beijing,2013,201307,20130711,41
Chengdu,2013,201307,20130711,35
Guangzhou,2013,201307,20130711,38
Shanghai,2013,201307,20130711,33
Shenyang,2013,201307,20130711,27
Beijing,2013,201307,20130712,73
Chengdu,2013,201307,20130712,61
Guangzhou,2013,201307,20130712,56
Shanghai,2013,201307,20130712,14
Shenyang,2013,201307,20130712,39
Beijing,2013,201307,20130713,108
Chengdu,2013,201307,20130713,60
Guangzhou,2013,201307,20130713,67
Shanghai,2013,201307,20130713,8
Shenyang,2013,201307,20130713,100
Beijing,2013,201307,20130714,88
Chengdu,2013,201307,20130714,78
Guangzhou,2013,201307,20130714,29
Shanghai,2013,201307,20130714,10
Shenyang,2013,201307,20130714,96
Beijing,2013,201307,20130715,62
Chengdu,2013,201307,20130715,75
Guangzhou,2013,201307,20130715,24
Shanghai,2013,201307,20130715,14
Shenyang,2013,201307,20130715,16
Beijing,2013,201307,20130716,27
Chengdu,2013,201307,20130716,39
Guangzhou,2013,201307,20130716,23
Shanghai,2013,201307,20130716,17
Shenyang,2013,201307,20130716,16
Beijing,2013,201307,20130717,50
Chengdu,2013,201307,20130717,89
Guangzhou,2013,201307,20130717,19
Shanghai,2013,201307,20130717,20
Shenyang,2013,201307,20130717,36
Beijing,2013,201307,20130718,135
Chengdu,2013,201307,20130718,35
Guangzhou,2013,201307,20130718,27
Shanghai,2013,201307,20130718,10
Shenyang,2013,201307,20130718,31
Beijing,2013,201307,20130719,124
Chengdu,2013,201307,20130719,50
Guangzhou,2013,201307,20130719,38
Shanghai,2013,201307,20130719,12
Shenyang,2013,201307,20130719,24
Beijing,2013,201307,20130720,99
Chengdu,2013,201307,20130720,71
Guangzhou,2013,201307,20130720,14
Shanghai,2013,201307,20130720,27
Shenyang,2013,201307,20130720,29
Beijing,2013,201307,20130721,71
Chengdu,2013,201307,20130721,56
Guangzhou,2013,201307,20130721,27
Shanghai,2013,201307,20130721,30
Shenyang,2013,201307,20130721,17
Beijing,2013,201307,20130722,101
Chengdu,2013,201307,20130722,37
Guangzhou,2013,201307,20130722,25
Shanghai,2013,201307,20130722,23
Shenyang,2013,201307,20130722,47
Beijing,2013,201307,20130723,43
Chengdu,2013,201307,20130723,55
Guangzhou,2013,201307,20130723,26
Shanghai,2013,201307,20130723,28
Shenyang,2013,201307,20130723,40
Beijing,2013,201307,20130724,40
Chengdu,2013,201307,20130724,57
Guangzhou,2013,201307,20130724,16
Shanghai,2013,201307,20130724,35
Shenyang,2013,201307,20130724,26
Beijing,2013,201307,20130725,33
Chengdu,2013,201307,20130725,41
Guangzhou,2013,201307,20130725,18
Shanghai,2013,201307,20130725,49
Shenyang,2013,201307,20130725,18
Beijing,2013,201307,20130726,55
Chengdu,2013,201307,20130726,65
Guangzhou,2013,201307,20130726,9
Shanghai,2013,201307,20130726,60
Shenyang,2013,201307,20130726,38
Beijing,2013,201307,20130727,111
Chengdu,2013,201307,20130727,61
Guangzhou,2013,201307,20130727,12
Shanghai,2013,201307,20130727,75
Shenyang,2013,201307,20130727,55
Beijing,2013,201307,20130728,58
Chengdu,2013,201307,20130728,54
Guangzhou,2013,201307,20130728,13
Shanghai,2013,201307,20130728,40
Shenyang,2013,201307,20130728,21
Beijing,2013,201307,20130729,69
Chengdu,2013,201307,20130729,27
Guangzhou,2013,201307,20130729,24
Shanghai,2013,201307,20130729,40
Shenyang,2013,201307,20130729,29
Beijing,2013,201307,20130730,100
Chengdu,2013,201307,20130730,36
Guangzhou,2013,201307,20130730,40
Shanghai,2013,201307,20130730,36
Beijing,2013,201307,20130731,44
Chengdu,2013,201307,20130731,69
Guangzhou,2013,201307,20130731,23
Shanghai,2013,201307,20130731,38
Beijing,2013,201308,20130801,47
Chengdu,2013,201308,20130801,35
Guangzhou,2013,201308,20130801,22
Shanghai,2013,201308,20130801,29
Beijing,2013,201308,20130802,69
Chengdu,2013,201308,20130802,47
Guangzhou,2013,201308,20130802,22
Shanghai,2013,201308,20130802,15
Beijing,2013,201308,20130803,35
Chengdu,2013,201308,20130803,61
Guangzhou,2013,201308,20130803,26
Shanghai,2013,201308,20130803,18
Beijing,2013,201308,20130804,82
Chengdu,2013,201308,20130804,46
Guangzhou,2013,201308,20130804,28
Shanghai,2013,201308,20130804,23
Beijing,2013,201308,20130805,45
Chengdu,2013,201308,20130805,71
Guangzhou,2013,201308,20130805,46
Shanghai,2013,201308,20130805,37
Beijing,2013,201308,20130806,125
Chengdu,2013,201308,20130806,89
Guangzhou,2013,201308,20130806,20
Shanghai,2013,201308,20130806,43
Beijing,2013,201308,20130807,31
Chengdu,2013,201308,20130807,20
Guangzhou,2013,201308,20130807,18
Shanghai,2013,201308,20130807,62
Beijing,2013,201308,20130808,32
Chengdu,2013,201308,20130808,27
Guangzhou,2013,201308,20130808,24
Shanghai,2013,201308,20130808,54
Beijing,2013,201308,20130809,37
Chengdu,2013,201308,20130809,46
Guangzhou,2013,201308,20130809,40
Shanghai,2013,201308,20130809,67
Beijing,2013,201308,20130810,89
Chengdu,2013,201308,20130810,63
Guangzhou,2013,201308,20130810,72
Shanghai,2013,201308,20130810,45
Beijing,2013,201308,20130811,122
Chengdu,2013,201308,20130811,83
Guangzhou,2013,201308,20130811,37
Shanghai,2013,201308,20130811,47
Beijing,2013,201308,20130812,54
Chengdu,2013,201308,20130812,32
Shanghai,2013,201308,20130812,14
Beijing,2013,201308,20130813,78
Chengdu,2013,201308,20130813,48
Guangzhou,2013,201308,20130813,42
Shanghai,2013,201308,20130813,10
Beijing,2013,201308,20130814,62
Chengdu,2013,201308,20130814,48
Guangzhou,2013,201308,20130814,22
Shanghai,2013,201308,20130814,8
Beijing,2013,201308,20130815,106
Chengdu,2013,201308,20130815,83
Guangzhou,2013,201308,20130815,20
Shanghai,2013,201308,20130815,12
Beijing,2013,201308,20130816,107
Chengdu,2013,201308,20130816,63
Guangzhou,2013,201308,20130816,20
Shanghai,2013,201308,20130816,10
Beijing,2013,201308,20130817,39
Chengdu,2013,201308,20130817,96
Guangzhou,2013,201308,20130817,27
Shanghai,2013,201308,20130817,17
Beijing,2013,201308,20130818,16
Chengdu,2013,201308,20130818,90
Guangzhou,2013,201308,20130818,37
Shanghai,2013,201308,20130818,18
Beijing,2013,201308,20130819,26
Chengdu,2013,201308,20130819,65
Guangzhou,2013,201308,20130819,51
Shanghai,2013,201308,20130819,5
Beijing,2013,201308,20130820,94
Chengdu,2013,201308,20130820,56
Guangzhou,2013,201308,20130820,88
Shanghai,2013,201308,20130820,9
Beijing,2013,201308,20130821,101
Chengdu,2013,201308,20130821,84
Guangzhou,2013,201308,20130821,65
Shanghai,2013,201308,20130821,11
Beijing,2013,201308,20130822,121
Chengdu,2013,201308,20130822,97
Guangzhou,2013,201308,20130822,83
Shanghai,2013,201308,20130822,11
Beijing,2013,201308,20130823,58
Chengdu,2013,201308,20130823,86
Guangzhou,2013,201308,20130823,48
Shanghai,2013,201308,20130823,13
Shenyang,2013,201308,20130823,23
Beijing,2013,201308,20130824,39
Chengdu,2013,201308,20130824,62
Guangzhou,2013,201308,20130824,28
Shanghai,2013,201308,20130824,26
Shenyang,2013,201308,20130824,55
Beijing,2013,201308,20130825,44
Chengdu,2013,201308,20130825,55
Guangzhou,2013,201308,20130825,48
Shanghai,2013,201308,20130825,34
Shenyang,2013,201308,20130825,45
Beijing,2013,201308,20130826,54
Chengdu,2013,201308,20130826,44
Guangzhou,2013,201308,20130826,46
Shanghai,2013,201308,20130826,27
Shenyang,2013,201308,20130826,15
Beijing,2013,201308,20130827,54
Chengdu,2013,201308,20130827,78
Guangzhou,2013,201308,20130827,46
Shanghai,2013,201308,20130827,25
Shenyang,2013,201308,20130827,47
Beijing,2013,201308,20130828,76
Chengdu,2013,201308,20130828,52
Guangzhou,2013,201308,20130828,54
Shanghai,2013,201308,20130828,25
Shenyang,2013,201308,20130828,34
Beijing,2013,201308,20130829,32
Chengdu,2013,201308,20130829,37
Guangzhou,2013,201308,20130829,57
Shanghai,2013,201308,20130829,26
Shenyang,2013,201308,20130829,28
Beijing,2013,201308,20130830,17
Chengdu,2013,201308,20130830,74
Guangzhou,2013,201308,20130830,56
Shanghai,2013,201308,20130830,56
Shenyang,2013,201308,20130830,17
Beijing,2013,201308,20130831,25
Chengdu,2013,201308,20130831,56
Guangzhou,2013,201308,20130831,59
Shanghai,2013,201308,20130831,19
Shenyang,2013,201308,20130831,30
Beijing,2013,201309,20130901,49
Chengdu,2013,201309,20130901,39
Guangzhou,2013,201309,20130901,96
Shenyang,2013,201309,20130901,27
Beijing,2013,201309,20130902,60
Chengdu,2013,201309,20130902,46
Guangzhou,2013,201309,20130902,67
Shenyang,2013,201309,20130902,32
Beijing,2013,201309,20130903,102
Chengdu,2013,201309,20130903,65
Guangzhou,2013,201309,20130903,36
Shanghai,2013,201309,20130903,38
Shenyang,2013,201309,20130903,38
Beijing,2013,201309,20130904,79
Chengdu,2013,201309,20130904,42
Guangzhou,2013,201309,20130904,37
Shanghai,2013,201309,20130904,17
Shenyang,2013,201309,20130904,50
Beijing,2013,201309,20130905,26
Chengdu,2013,201309,20130905,32
Guangzhou,2013,201309,20130905,64
Shanghai,2013,201309,20130905,26
Shenyang,2013,201309,20130905,49
Beijing,2013,201309,20130906,80
Chengdu,2013,201309,20130906,52
Guangzhou,2013,201309,20130906,68
Shanghai,2013,201309,20130906,25
Shenyang,2013,201309,20130906,40
Beijing,2013,201309,20130907,82
Chengdu,2013,201309,20130907,65
Guangzhou,2013,201309,20130907,63
Shanghai,2013,201309,20130907,42
Shenyang,2013,201309,20130907,67
Beijing,2013,201309,20130908,108
Chengdu,2013,201309,20130908,49
Guangzhou,2013,201309,20130908,59
Shanghai,2013,201309,20130908,20
Shenyang,2013,201309,20130908,61
Beijing,2013,201309,20130909,88
Chengdu,2013,201309,20130909,60
Guangzhou,2013,201309,20130909,59
Shanghai,2013,201309,20130909,34
Shenyang,2013,201309,20130909,51
Beijing,2013,201309,20130910,67
Chengdu,2013,201309,20130910,65
Guangzhou,2013,201309,20130910,46
Shanghai,2013,201309,20130910,42
Shenyang,2013,201309,20130910,61
Beijing,2013,201309,20130911,72
Chengdu,2013,201309,20130911,46
Guangzhou,2013,201309,20130911,35
Shanghai,2013,201309,20130911,37
Shenyang,2013,201309,20130911,34
Beijing,2013,201309,20130912,151
Chengdu,2013,201309,20130912,50
Guangzhou,2013,201309,20130912,47
Shanghai,2013,201309,20130912,20
Shenyang,2013,201309,20130912,48
Beijing,2013,201309,20130913,108
Chengdu,2013,201309,20130913,58
Guangzhou,2013,201309,20130913,49
Shanghai,2013,201309,20130913,35
Shenyang,2013,201309,20130913,76
Beijing,2013,201309,20130914,69
Chengdu,2013,201309,20130914,116
Guangzhou,2013,201309,20130914,26
Shanghai,2013,201309,20130914,34
Shenyang,2013,201309,20130914,37
Beijing,2013,201309,20130915,24
Chengdu,2013,201309,20130915,154
Guangzhou,2013,201309,20130915,44
Shanghai,2013,201309,20130915,35
Shenyang,2013,201309,20130915,18
Beijing,2013,201309,20130916,60
Chengdu,2013,201309,20130916,145
Guangzhou,2013,201309,20130916,35
Shanghai,2013,201309,20130916,36
Shenyang,2013,201309,20130916,35
Beijing,2013,201309,20130917,104
Chengdu,2013,201309,20130917,109
Guangzhou,2013,201309,20130917,51
Shanghai,2013,201309,20130917,15
Shenyang,2013,201309,20130917,60
Beijing,2013,201309,20130918,116
Chengdu,2013,201309,20130918,62
Guangzhou,2013,201309,20130918,44
Shanghai,2013,201309,20130918,16
Shenyang,2013,201309,20130918,101
Beijing,2013,201309,20130919,124
Chengdu,2013,201309,20130919,41
Guangzhou,2013,201309,20130919,29
Shanghai,2013,201309,20130919,20
Shenyang,2013,201309,20130919,81
Beijing,2013,201309,20130920,65
Chengdu,2013,201309,20130920,52
Guangzhou,2013,201309,20130920,37
Shanghai,2013,201309,20130920,19
Shenyang,2013,201309,20130920,52
Beijing,2013,201309,20130921,51
Chengdu,2013,201309,20130921,76
Guangzhou,2013,201309,20130921,38
Shanghai,2013,201309,20130921,19
Shenyang,2013,201309,20130921,43
Beijing,2013,201309,20130922,96
Chengdu,2013,201309,20130922,135
Guangzhou,2013,201309,20130922,51
Shanghai,2013,201309,20130922,20
Shenyang,2013,201309,20130922,46
Beijing,2013,201309,20130923,39
Chengdu,2013,201309,20130923,97
Guangzhou,2013,201309,20130923,61
Shanghai,2013,201309,20130923,10
Shenyang,2013,201309,20130923,25
Beijing,2013,201309,20130924,15
Chengdu,2013,201309,20130924,46
Guangzhou,2013,201309,20130924,43
Shanghai,2013,201309,20130924,26
