Site,Year,Month,Day,Value
Shenyang,2015,201512,20151231,259
Beijing,2016,201601,20160101,208
Chengdu,2016,201601,20160101,189
Guangzhou,2016,201601,20160101,60
Shanghai,2016,201601,20160101,59
Shenyang,2016,201601,20160101,125
Beijing,2016,201601,20160102,299
Chengdu,2016,201601,20160102,174
Guangzhou,2016,201601,20160102,71
Shanghai,2016,201601,20160102,96
Shenyang,2016,201601,20160102,146
Beijing,2016,201601,20160103,220
Chengdu,2016,201601,20160103,140
Guangzhou,2016,201601,20160103,122
Shanghai,2016,201601,20160103,140
Shenyang,2016,201601,20160103,97
Beijing,2016,201601,20160104,33
Chengdu,2016,201601,20160104,167
Guangzhou,2016,201601,20160104,93
Shanghai,2016,201601,20160104,121
Shenyang,2016,201601,20160104,59
Beijing,2016,201601,20160105,32
Chengdu,2016,201601,20160105,173
Guangzhou,2016,201601,20160105,28
Shanghai,2016,201601,20160105,29
Shenyang,2016,201601,20160105,48
Beijing,2016,201601,20160106,23
Chengdu,2016,201601,20160106,174
Guangzhou,2016,201601,20160106,19
Shanghai,2016,201601,20160106,52
Shenyang,2016,201601,20160106,50
Beijing,2016,201601,20160107,11
Chengdu,2016,201601,20160107,75
Guangzhou,2016,201601,20160107,28
Shanghai,2016,201601,20160107,81
Shenyang,2016,201601,20160107,73
Beijing,2016,201601,20160108,39
Chengdu,2016,201601,20160108,88
Guangzhou,2016,201601,20160108,36
Shanghai,2016,201601,20160108,72
Shenyang,2016,201601,20160108,68
Beijing,2016,201601,20160109,74
Chengdu,2016,201601,20160109,82
Guangzhou,2016,201601,20160109,50
Shanghai,2016,201601,20160109,114
Shenyang,2016,201601,20160109,125
Beijing,2016,201601,20160110,48
Chengdu,2016,201601,20160110,66
Guangzhou,2016,201601,20160110,51
Shanghai,2016,201601,20160110,63
Shenyang,2016,201601,20160110,51
Beijing,2016,201601,20160111,12
Chengdu,2016,201601,20160111,61
Guangzhou,2016,201601,20160111,11
Shanghai,2016,201601,20160111,49
Shenyang,2016,201601,20160111,63
Beijing,2016,201601,20160112,13
Chengdu,2016,201601,20160112,56
Guangzhou,2016,201601,20160112,22
Shanghai,2016,201601,20160112,46
Shenyang,2016,201601,20160112,90
Beijing,2016,201601,20160113,21
Chengdu,2016,201601,20160113,57
Guangzhou,2016,201601,20160113,28
Shanghai,2016,201601,20160113,126
Shenyang,2016,201601,20160113,62
Beijing,2016,201601,20160114,72
Chengdu,2016,201601,20160114,78
Guangzhou,2016,201601,20160114,28
Shanghai,2016,201601,20160114,160
Shenyang,2016,201601,20160114,123
Beijing,2016,201601,20160115,118
Chengdu,2016,201601,20160115,81
Guangzhou,2016,201601,20160115,18
Shanghai,2016,201601,20160115,133
Shenyang,2016,201601,20160115,147
Beijing,2016,201601,20160116,120
Chengdu,2016,201601,20160116,60
Guangzhou,2016,201601,20160116,35
Shanghai,2016,201601,20160116,124
Shenyang,2016,201601,20160116,139
Beijing,2016,201601,20160117,31
Chengdu,2016,201601,20160117,86
Guangzhou,2016,201601,20160117,17
Shanghai,2016,201601,20160117,88
Shenyang,2016,201601,20160117,73
Beijing,2016,201601,20160118,10
Chengdu,2016,201601,20160118,97
Guangzhou,2016,201601,20160118,26
Shanghai,2016,201601,20160118,135
Shenyang,2016,201601,20160118,36
Beijing,2016,201601,20160119,68
Chengdu,2016,201601,20160119,152
Guangzhou,2016,201601,20160119,44
Shanghai,2016,201601,20160119,90
Shenyang,2016,201601,20160119,49
Beijing,2016,201601,20160120,155
Chengdu,2016,201601,20160120,60
Guangzhou,2016,201601,20160120,45
Shanghai,2016,201601,20160120,27
Shenyang,2016,201601,20160120,110
Beijing,2016,201601,20160121,139
Chengdu,2016,201601,20160121,50
Guangzhou,2016,201601,20160121,17
Shanghai,2016,201601,20160121,22
Shenyang,2016,201601,20160121,139
Beijing,2016,201601,20160122,15
Chengdu,2016,201601,20160122,49
Guangzhou,2016,201601,20160122,14
Shanghai,2016,201601,20160122,42
Shenyang,2016,201601,20160122,81
Beijing,2016,201601,20160123,12
Chengdu,2016,201601,20160123,23
Guangzhou,2016,201601,20160123,21
Shanghai,2016,201601,20160123,48
Shenyang,2016,201601,20160123,34
Beijing,2016,201601,20160124,13
Chengdu,2016,201601,20160124,43
Guangzhou,2016,201601,20160124,30
Shanghai,2016,201601,20160124,35
Shenyang,2016,201601,20160124,55
Beijing,2016,201601,20160125,22
Chengdu,2016,201601,20160125,59
Guangzhou,2016,201601,20160125,25
Shanghai,2016,201601,20160125,41
Shenyang,2016,201601,20160125,113
Beijing,2016,201601,20160126,35
Chengdu,2016,201601,20160126,64
Guangzhou,2016,201601,20160126,28
Shanghai,2016,201601,20160126,58
Shenyang,2016,201601,20160126,106
Beijing,2016,201601,20160127,120
Chengdu,2016,201601,20160127,80
Guangzhou,2016,201601,20160127,38
Shanghai,2016,201601,20160127,41
Shenyang,2016,201601,20160127,84
Beijing,2016,201601,20160128,149
Chengdu,2016,201601,20160128,104
Guangzhou,2016,201601,20160128,22
Shanghai,2016,201601,20160128,28
Shenyang,2016,201601,20160128,131
Beijing,2016,201601,20160129,60
Chengdu,2016,201601,20160129,121
Guangzhou,2016,201601,20160129,16
Shanghai,2016,201601,20160129,30
Shenyang,2016,201601,20160129,62
Beijing,2016,201601,20160130,49
Chengdu,2016,201601,20160130,130
Guangzhou,2016,201601,20160130,19
Shanghai,2016,201601,20160130,39
Shenyang,2016,201601,20160130,59
Beijing,2016,201601,20160131,14
Chengdu,2016,201601,20160131,100
Guangzhou,2016,201601,20160131,17
Shanghai,2016,201601,20160131,60
Shenyang,2016,201601,20160131,79
Beijing,2016,201602,20160201,14
Chengdu,2016,201602,20160201,98
Guangzhou,2016,201602,20160201,7
Shanghai,2016,201602,20160201,51
Shenyang,2016,201602,20160201,131
Beijing,2016,201602,20160202,27
Chengdu,2016,201602,20160202,102
Guangzhou,2016,201602,20160202,20
Shanghai,2016,201602,20160202,98
Shenyang,2016,201602,20160202,109
Beijing,2016,201602,20160203,38
Chengdu,2016,201602,20160203,95
Guangzhou,2016,201602,20160203,41
Shanghai,2016,201602,20160203,57
Shenyang,2016,201602,20160203,138
Beijing,2016,201602,20160204,15
Chengdu,2016,201602,20160204,90
Guangzhou,2016,201602,20160204,45
Shanghai,2016,201602,20160204,37
Shenyang,2016,201602,20160204,49
Beijing,2016,201602,20160205,11
Chengdu,2016,201602,20160205,94
Guangzhou,2016,201602,20160205,26
Shanghai,2016,201602,20160205,138
Shenyang,2016,201602,20160205,55
Beijing,2016,201602,20160206,29
Chengdu,2016,201602,20160206,107
Guangzhou,2016,201602,20160206,46
Shanghai,2016,201602,20160206,60
Shenyang,2016,201602,20160206,100
Beijing,2016,201602,20160207,50
Chengdu,2016,201602,20160207,90
Guangzhou,2016,201602,20160207,29
Shanghai,2016,201602,20160207,62
Shenyang,2016,201602,20160207,95
Beijing,2016,201602,20160208,153
Chengdu,2016,201602,20160208,154
Guangzhou,2016,201602,20160208,86
Shanghai,2016,201602,20160208,93
Shenyang,2016,201602,20160208,102
Beijing,2016,201602,20160209,46
Chengdu,2016,201602,20160209,133
Guangzhou,2016,201602,20160209,46
Shanghai,2016,201602,20160209,75
Shenyang,2016,201602,20160209,58
Beijing,2016,201602,20160210,117
Chengdu,2016,201602,20160210,114
Guangzhou,2016,201602,20160210,47
Shanghai,2016,201602,20160210,35
Shenyang,2016,201602,20160210,49
Beijing,2016,201602,20160211,156
Chengdu,2016,201602,20160211,116
Guangzhou,2016,201602,20160211,40
Shanghai,2016,201602,20160211,25
Shenyang,2016,201602,20160211,44
Beijing,2016,201602,20160212,148
Chengdu,2016,201602,20160212,70
Guangzhou,2016,201602,20160212,25
Shanghai,2016,201602,20160212,28
Shenyang,2016,201602,20160212,76
Beijing,2016,201602,20160213,12
Chengdu,2016,201602,20160213,30
Guangzhou,2016,201602,20160213,20
Shanghai,2016,201602,20160213,55
Shenyang,2016,201602,20160213,34
Beijing,2016,201602,20160214,8
Chengdu,2016,201602,20160214,40
Guangzhou,2016,201602,20160214,18
Shanghai,2016,201602,20160214,38
Shenyang,2016,201602,20160214,24
Beijing,2016,201602,20160215,9
Chengdu,2016,201602,20160215,49
Guangzhou,2016,201602,20160215,19
Shanghai,2016,201602,20160215,35
Shenyang,2016,201602,20160215,49
Beijing,2016,201602,20160216,11
Chengdu,2016,201602,20160216,61
Guangzhou,2016,201602,20160216,34
Shanghai,2016,201602,20160216,39
Shenyang,2016,201602,20160216,40
Beijing,2016,201602,20160217,47
Chengdu,2016,201602,20160217,67
Guangzhou,2016,201602,20160217,35
Shanghai,2016,201602,20160217,59
Shenyang,2016,201602,20160217,34
Beijing,2016,201602,20160218,14
Chengdu,2016,201602,20160218,78
Guangzhou,2016,201602,20160218,55
Shanghai,2016,201602,20160218,68
Shenyang,2016,201602,20160218,42
Beijing,2016,201602,20160219,15
Chengdu,2016,201602,20160219,91
Guangzhou,2016,201602,20160219,70
Shanghai,2016,201602,20160219,66
Shenyang,2016,201602,20160219,35
Beijing,2016,201602,20160220,15
Chengdu,2016,201602,20160220,73
Guangzhou,2016,201602,20160220,50
Shanghai,2016,201602,20160220,77
Shenyang,2016,201602,20160220,32
Beijing,2016,201602,20160221,93
Chengdu,2016,201602,20160221,85
Guangzhou,2016,201602,20160221,60
Shanghai,2016,201602,20160221,45
Shenyang,2016,201602,20160221,39
Beijing,2016,201602,20160222,69
Chengdu,2016,201602,20160222,44
Guangzhou,2016,201602,20160222,42
Shanghai,2016,201602,20160222,41
Shenyang,2016,201602,20160222,65
Beijing,2016,201602,20160223,13
Chengdu,2016,201602,20160223,49
Guangzhou,2016,201602,20160223,14
Shanghai,2016,201602,20160223,57
Shenyang,2016,201602,20160223,48
Beijing,2016,201602,20160224,26
Chengdu,2016,201602,20160224,52
Guangzhou,2016,201602,20160224,15
Shanghai,2016,201602,20160224,37
Shenyang,2016,201602,20160224,75
Beijing,2016,201602,20160225,20
Chengdu,2016,201602,20160225,75
Guangzhou,2016,201602,20160225,37
Shanghai,2016,201602,20160225,46
Shenyang,2016,201602,20160225,45
Beijing,2016,201602,20160226,35
Chengdu,2016,201602,20160226,68
Guangzhou,2016,201602,20160226,33
Shanghai,2016,201602,20160226,70
Shenyang,2016,201602,20160226,84
Beijing,2016,201602,20160227,24
Chengdu,2016,201602,20160227,75
Guangzhou,2016,201602,20160227,25
Shanghai,2016,201602,20160227,55
Shenyang,2016,201602,20160227,71
Beijing,2016,201602,20160228,32
Chengdu,2016,201602,20160228,118
Guangzhou,2016,201602,20160228,40
Shanghai,2016,201602,20160228,68
Shenyang,2016,201602,20160228,81
Beijing,2016,201602,20160229,35
Chengdu,2016,201602,20160229,127
Guangzhou,2016,201602,20160229,62
Shanghai,2016,201602,20160229,53
Shenyang,2016,201602,20160229,38
Beijing,2016,201603,20160301,129
Chengdu,2016,201603,20160301,131
Guangzhou,2016,201603,20160301,78
Shanghai,2016,201603,20160301,40
Shenyang,2016,201603,20160301,74
Beijing,2016,201603,20160302,174
Chengdu,2016,201603,20160302,84
Guangzhou,2016,201603,20160302,79
Shanghai,2016,201603,20160302,69
Shenyang,2016,201603,20160302,89
Beijing,2016,201603,20160303,308
Chengdu,2016,201603,20160303,97
Guangzhou,2016,201603,20160303,59
Shanghai,2016,201603,20160303,67
Shenyang,2016,201603,20160303,108
Beijing,2016,201603,20160304,313
Chengdu,2016,201603,20160304,130
Guangzhou,2016,201603,20160304,53
Shanghai,2016,201603,20160304,29
Shenyang,2016,201603,20160304,122
Beijing,2016,201603,20160305,63
Chengdu,2016,201603,20160305,119
Guangzhou,2016,201603,20160305,51
Shanghai,2016,201603,20160305,85
Shenyang,2016,201603,20160305,117
Beijing,2016,201603,20160306,86
Chengdu,2016,201603,20160306,102
Guangzhou,2016,201603,20160306,68
Shanghai,2016,201603,20160306,89
Shenyang,2016,201603,20160306,106
Beijing,2016,201603,20160307,36
Chengdu,2016,201603,20160307,70
Guangzhou,2016,201603,20160307,44
Shanghai,2016,201603,20160307,81
Shenyang,2016,201603,20160307,49
Beijing,2016,201603,20160308,11
Chengdu,2016,201603,20160308,66
Guangzhou,2016,201603,20160308,43
Shanghai,2016,201603,20160308,18
Shenyang,2016,201603,20160308,24
Beijing,2016,201603,20160309,10
Chengdu,2016,201603,20160309,32
Guangzhou,2016,201603,20160309,35
Shanghai,2016,201603,20160309,23
Shenyang,2016,201603,20160309,22
Beijing,2016,201603,20160310,11
Chengdu,2016,201603,20160310,52
Guangzhou,2016,201603,20160310,9
Shanghai,2016,201603,20160310,25
Shenyang,2016,201603,20160310,23
Beijing,2016,201603,20160311,21
Chengdu,2016,201603,20160311,77
Guangzhou,2016,201603,20160311,30
Shanghai,2016,201603,20160311,59
Shenyang,2016,201603,20160311,49
Beijing,2016,201603,20160312,110
Chengdu,2016,201603,20160312,60
Guangzhou,2016,201603,20160312,38
Shanghai,2016,201603,20160312,83
Shenyang,2016,201603,20160312,60
Beijing,2016,201603,20160313,19
Chengdu,2016,201603,20160313,75
Guangzhou,2016,201603,20160313,27
Shanghai,2016,201603,20160313,59
Shenyang,2016,201603,20160313,42
Beijing,2016,201603,20160314,79
Chengdu,2016,201603,20160314,82
Guangzhou,2016,201603,20160314,20
Shanghai,2016,201603,20160314,74
Shenyang,2016,201603,20160314,87
Beijing,2016,201603,20160315,137
Chengdu,2016,201603,20160315,97
Guangzhou,2016,201603,20160315,52
Shanghai,2016,201603,20160315,42
Shenyang,2016,201603,20160315,123
Beijing,2016,201603,20160316,236
Chengdu,2016,201603,20160316,117
Guangzhou,2016,201603,20160316,37
Shanghai,2016,201603,20160316,44
Shenyang,2016,201603,20160316,121
Beijing,2016,201603,20160317,252
Chengdu,2016,201603,20160317,104
Guangzhou,2016,201603,20160317,43
Shanghai,2016,201603,20160317,39
Shenyang,2016,201603,20160317,50
Beijing,2016,201603,20160318,169
Chengdu,2016,201603,20160318,108
Guangzhou,2016,201603,20160318,71
Shanghai,2016,201603,20160318,94
Shenyang,2016,201603,20160318,69
Beijing,2016,201603,20160319,72
Chengdu,2016,201603,20160319,150
Guangzhou,2016,201603,20160319,54
Shanghai,2016,201603,20160319,36
Shenyang,2016,201603,20160319,61
Beijing,2016,201603,20160320,64
Chengdu,2016,201603,20160320,119
Guangzhou,2016,201603,20160320,48
Shenyang,2016,201603,20160320,118
Beijing,2016,201603,20160321,129
Chengdu,2016,201603,20160321,60
Guangzhou,2016,201603,20160321,33
Shanghai,2016,201603,20160321,52
Shenyang,2016,201603,20160321,144
Beijing,2016,201603,20160322,115
Chengdu,2016,201603,20160322,37
Guangzhou,2016,201603,20160322,36
Shanghai,2016,201603,20160322,40
Shenyang,2016,201603,20160322,53
Beijing,2016,201603,20160323,22
Chengdu,2016,201603,20160323,41
Guangzhou,2016,201603,20160323,25
Shanghai,2016,201603,20160323,36
Shenyang,2016,201603,20160323,44
Beijing,2016,201603,20160324,13
Chengdu,2016,201603,20160324,62
Guangzhou,2016,201603,20160324,20
Shanghai,2016,201603,20160324,26
Shenyang,2016,201603,20160324,51
Beijing,2016,201603,20160325,22
Chengdu,2016,201603,20160325,86
Guangzhou,2016,201603,20160325,41
Shanghai,2016,201603,20160325,37
Shenyang,2016,201603,20160325,89
Beijing,2016,201603,20160326,11
Chengdu,2016,201603,20160326,81
Guangzhou,2016,201603,20160326,47
Shanghai,2016,201603,20160326,54
Shenyang,2016,201603,20160326,120
Beijing,2016,201603,20160327,13
Chengdu,2016,201603,20160327,68
Guangzhou,2016,201603,20160327,39
Shanghai,2016,201603,20160327,101
Shenyang,2016,201603,20160327,142
Beijing,2016,201603,20160328,76
Chengdu,2016,201603,20160328,95
Guangzhou,2016,201603,20160328,61
Shanghai,2016,201603,20160328,83
Shenyang,2016,201603,20160328,71
Beijing,2016,201603,20160329,19
Chengdu,2016,201603,20160329,131
Guangzhou,2016,201603,20160329,82
Shanghai,2016,201603,20160329,64
Shenyang,2016,201603,20160329,37
Beijing,2016,201603,20160330,25
Chengdu,2016,201603,20160330,62
Guangzhou,2016,201603,20160330,106
Shanghai,2016,201603,20160330,69
Shenyang,2016,201603,20160330,50
Beijing,2016,201603,20160331,141
Chengdu,2016,201603,20160331,59
Guangzhou,2016,201603,20160331,159
Shanghai,2016,201603,20160331,55
Shenyang,2016,201603,20160331,93
Beijing,2016,201604,20160401,37
Chengdu,2016,201604,20160401,100
Guangzhou,2016,201604,20160401,119
Shanghai,2016,201604,20160401,85
Shenyang,2016,201604,20160401,64
Beijing,2016,201604,20160402,6
Chengdu,2016,201604,20160402,157
Guangzhou,2016,201604,20160402,53
Shanghai,2016,201604,20160402,55
Shenyang,2016,201604,20160402,26
Beijing,2016,201604,20160403,15
Chengdu,2016,201604,20160403,134
Guangzhou,2016,201604,20160403,48
Shanghai,2016,201604,20160403,59
Shenyang,2016,201604,20160403,24
Beijing,2016,201604,20160404,67
Chengdu,2016,201604,20160404,120
Guangzhou,2016,201604,20160404,34
Shanghai,2016,201604,20160404,28
Shenyang,2016,201604,20160404,36
Beijing,2016,201604,20160405,108
Chengdu,2016,201604,20160405,62
Guangzhou,2016,201604,20160405,37
Shanghai,2016,201604,20160405,28
Shenyang,2016,201604,20160405,36
Beijing,2016,201604,20160406,133
Chengdu,2016,201604,20160406,36
Guangzhou,2016,201604,20160406,26
Shanghai,2016,201604,20160406,34
Shenyang,2016,201604,20160406,59
Beijing,2016,201604,20160407,93
Chengdu,2016,201604,20160407,58
Guangzhou,2016,201604,20160407,30
Shanghai,2016,201604,20160407,63
Shenyang,2016,201604,20160407,33
Beijing,2016,201604,20160408,27
Chengdu,2016,201604,20160408,61
Guangzhou,2016,201604,20160408,36
Shanghai,2016,201604,20160408,46
Shenyang,2016,201604,20160408,54
Beijing,2016,201604,20160409,72
Chengdu,2016,201604,20160409,33
Guangzhou,2016,201604,20160409,33
Shanghai,2016,201604,20160409,46
Shenyang,2016,201604,20160409,25
Beijing,2016,201604,20160410,69
Chengdu,2016,201604,20160410,63
Guangzhou,2016,201604,20160410,34
Shanghai,2016,201604,20160410,67
Shenyang,2016,201604,20160410,30
Beijing,2016,201604,20160411,60
Chengdu,2016,201604,20160411,87
Guangzhou,2016,201604,20160411,40
Shanghai,2016,201604,20160411,44
Shenyang,2016,201604,20160411,58
Beijing,2016,201604,20160412,69
Chengdu,2016,201604,20160412,97
Guangzhou,2016,201604,20160412,30
Shanghai,2016,201604,20160412,53
Shenyang,2016,201604,20160412,54
Beijing,2016,201604,20160413,125
Chengdu,2016,201604,20160413,78
Guangzhou,2016,201604,20160413,43
Shanghai,2016,201604,20160413,85
Shenyang,2016,201604,20160413,106
Beijing,2016,201604,20160414,33
Chengdu,2016,201604,20160414,29
Guangzhou,2016,201604,20160414,68
Shanghai,2016,201604,20160414,109
Shenyang,2016,201604,20160414,98
Beijing,2016,201604,20160415,76
Chengdu,2016,201604,20160415,41
Guangzhou,2016,201604,20160415,38
Shanghai,2016,201604,20160415,69
Shenyang,2016,201604,20160415,62
Beijing,2016,201604,20160416,27
Chengdu,2016,201604,20160416,33
Guangzhou,2016,201604,20160416,36
Shanghai,2016,201604,20160416,32
Shenyang,2016,201604,20160416,54
Beijing,2016,201604,20160417,13
Chengdu,2016,201604,20160417,40
Guangzhou,2016,201604,20160417,29
Shanghai,2016,201604,20160417,51
Shenyang,2016,201604,20160417,43
Beijing,2016,201604,20160418,16
Chengdu,2016,201604,20160418,48
Guangzhou,2016,201604,20160418,13
Shanghai,2016,201604,20160418,28
Shenyang,2016,201604,20160418,53
Beijing,2016,201604,20160419,65
Chengdu,2016,201604,20160419,93
Guangzhou,2016,201604,20160419,35
Shanghai,2016,201604,20160419,28
Shenyang,2016,201604,20160419,42
Beijing,2016,201604,20160420,61
Chengdu,2016,201604,20160420,47
Guangzhou,2016,201604,20160420,36
Shanghai,2016,201604,20160420,25
Shenyang,2016,201604,20160420,38
Beijing,2016,201604,20160421,100
Chengdu,2016,201604,20160421,46
Guangzhou,2016,201604,20160421,50
Shanghai,2016,201604,20160421,57
Shenyang,2016,201604,20160421,64
Beijing,2016,201604,20160422,31
Chengdu,2016,201604,20160422,80
Guangzhou,2016,201604,20160422,41
Shanghai,2016,201604,20160422,82
Shenyang,2016,201604,20160422,35
Beijing,2016,201604,20160423,28
Chengdu,2016,201604,20160423,51
Guangzhou,2016,201604,20160423,47
Shanghai,2016,201604,20160423,41
Shenyang,2016,201604,20160423,28
Beijing,2016,201604,20160424,75
Chengdu,2016,201604,20160424,66
Guangzhou,2016,201604,20160424,37
Shanghai,2016,201604,20160424,54
Shenyang,2016,201604,20160424,39
Beijing,2016,201604,20160425,80
Chengdu,2016,201604,20160425,92
Guangzhou,2016,201604,20160425,38
Shanghai,2016,201604,20160425,43
Shenyang,2016,201604,20160425,41
Beijing,2016,201604,20160426,75
Chengdu,2016,201604,20160426,103
Guangzhou,2016,201604,20160426,23
Shanghai,2016,201604,20160426,41
Shenyang,2016,201604,20160426,42
Beijing,2016,201604,20160427,89
Chengdu,2016,201604,20160427,83
Guangzhou,2016,201604,20160427,28
Shanghai,2016,201604,20160427,63
Shenyang,2016,201604,20160427,38
Beijing,2016,201604,20160428,78
Chengdu,2016,201604,20160428,44
Guangzhou,2016,201604,20160428,26
Shanghai,2016,201604,20160428,94
Shenyang,2016,201604,20160428,26
Beijing,2016,201604,20160429,123
Chengdu,2016,201604,20160429,57
Guangzhou,2016,201604,20160429,54
Shanghai,2016,201604,20160429,99
Shenyang,2016,201604,20160429,56
Beijing,2016,201604,20160430,143
Chengdu,2016,201604,20160430,69
Guangzhou,2016,201604,20160430,73
Shanghai,2016,201604,20160430,68
Shenyang,2016,201604,20160430,77
Beijing,2016,201605,20160501,154
Chengdu,2016,201605,20160501,86
Guangzhou,2016,201605,20160501,46
Shanghai,2016,201605,20160501,48
Shenyang,2016,201605,20160501,82
Beijing,2016,201605,20160502,67
Chengdu,2016,201605,20160502,81
Guangzhou,2016,201605,20160502,33
Shanghai,2016,201605,20160502,36
Shenyang,2016,201605,20160502,56
Beijing,2016,201605,20160503,30
Chengdu,2016,201605,20160503,47
Guangzhou,2016,201605,20160503,29
Shanghai,2016,201605,20160503,36
Shenyang,2016,201605,20160503,12
Beijing,2016,201605,20160504,25
Chengdu,2016,201605,20160504,72
Guangzhou,2016,201605,20160504,46
Shanghai,2016,201605,20160504,47
Shenyang,2016,201605,20160504,26
Beijing,2016,201605,20160505,49
Chengdu,2016,201605,20160505,137
Guangzhou,2016,201605,20160505,24
Shanghai,2016,201605,20160505,37
Shenyang,2016,201605,20160505,31
Beijing,2016,201605,20160506,62
Chengdu,2016,201605,20160506,43
Guangzhou,2016,201605,20160506,20
Shanghai,2016,201605,20160506,66
Shenyang,2016,201605,20160506,49
Beijing,2016,201605,20160507,17
Chengdu,2016,201605,20160507,27
Guangzhou,2016,201605,20160507,23
Shanghai,2016,201605,20160507,66
Shenyang,2016,201605,20160507,25
Beijing,2016,201605,20160508,72
Chengdu,2016,201605,20160508,40
Guangzhou,2016,201605,20160508,12
Shanghai,2016,201605,20160508,31
Shenyang,2016,201605,20160508,36
Beijing,2016,201605,20160509,37
Chengdu,2016,201605,20160509,50
Guangzhou,2016,201605,20160509,10
Shanghai,2016,201605,20160509,47
Shenyang,2016,201605,20160509,64
Beijing,2016,201605,20160510,45
Chengdu,2016,201605,20160510,58
Guangzhou,2016,201605,20160510,9
Shanghai,2016,201605,20160510,30
Shenyang,2016,201605,20160510,76
Beijing,2016,201605,20160511,123
Chengdu,2016,201605,20160511,75
Guangzhou,2016,201605,20160511,20
Shanghai,2016,201605,20160511,81
Shenyang,2016,201605,20160511,54
Beijing,2016,201605,20160512,27
Chengdu,2016,201605,20160512,77
Guangzhou,2016,201605,20160512,49
Shanghai,2016,201605,20160512,54
Shenyang,2016,201605,20160512,44
Beijing,2016,201605,20160513,38
Chengdu,2016,201605,20160513,62
Guangzhou,2016,201605,20160513,46
Shanghai,2016,201605,20160513,69
Shenyang,2016,201605,20160513,42
Beijing,2016,201605,20160514,42
Chengdu,2016,201605,20160514,29
Guangzhou,2016,201605,20160514,28
Shanghai,2016,201605,20160514,35
Shenyang,2016,201605,20160514,30
Beijing,2016,201605,20160515,36
Chengdu,2016,201605,20160515,35
Guangzhou,2016,201605,20160515,21
Shanghai,2016,201605,20160515,33
Shenyang,2016,201605,20160515,42
Beijing,2016,201605,20160516,26
Chengdu,2016,201605,20160516,53
Guangzhou,2016,201605,20160516,23
Shanghai,2016,201605,20160516,44
Shenyang,2016,201605,20160516,62
Beijing,2016,201605,20160517,60
Chengdu,2016,201605,20160517,56
Guangzhou,2016,201605,20160517,40
Shanghai,2016,201605,20160517,28
Shenyang,2016,201605,20160517,41
Beijing,2016,201605,20160518,63
Chengdu,2016,201605,20160518,87
Guangzhou,2016,201605,20160518,42
Shanghai,2016,201605,20160518,40
Shenyang,2016,201605,20160518,54
Beijing,2016,201605,20160519,78
Chengdu,2016,201605,20160519,83
Guangzhou,2016,201605,20160519,30
Shanghai,2016,201605,20160519,47
Shenyang,2016,201605,20160519,50
Beijing,2016,201605,20160520,86
Chengdu,2016,201605,20160520,57
Guangzhou,2016,201605,20160520,24
Shanghai,2016,201605,20160520,28
Shenyang,2016,201605,20160520,37
Beijing,2016,201605,20160521,70
Chengdu,2016,201605,20160521,49
Guangzhou,2016,201605,20160521,12
Shanghai,2016,201605,20160521,18
Shenyang,2016,201605,20160521,60
Beijing,2016,201605,20160522,54
Chengdu,2016,201605,20160522,31
Guangzhou,2016,201605,20160522,10
Shanghai,2016,201605,20160522,50
Beijing,2016,201605,20160523,62
Chengdu,2016,201605,20160523,34
Guangzhou,2016,201605,20160523,33
Shanghai,2016,201605,20160523,66
Shenyang,2016,201605,20160523,57
Beijing,2016,201605,20160524,26
Chengdu,2016,201605,20160524,54
Guangzhou,2016,201605,20160524,43
Shanghai,2016,201605,20160524,88
Shenyang,2016,201605,20160524,72
Beijing,2016,201605,20160525,21
Guangzhou,2016,201605,20160525,36
Shanghai,2016,201605,20160525,69
Shenyang,2016,201605,20160525,50
Beijing,2016,201605,20160526,45
Chengdu,2016,201605,20160526,42
Guangzhou,2016,201605,20160526,30
Shanghai,2016,201605,20160526,89
Shenyang,2016,201605,20160526,39
Beijing,2016,201605,20160527,58
Chengdu,2016,201605,20160527,64
Guangzhou,2016,201605,20160527,9
Shanghai,2016,201605,20160527,32
Shenyang,2016,201605,20160527,30
Beijing,2016,201605,20160528,46
Chengdu,2016,201605,20160528,107
Guangzhou,2016,201605,20160528,13
Shanghai,2016,201605,20160528,31
Shenyang,2016,201605,20160528,33
Beijing,2016,201605,20160529,45
Chengdu,2016,201605,20160529,70
Guangzhou,2016,201605,20160529,30
Shanghai,2016,201605,20160529,44
Shenyang,2016,201605,20160529,21
Beijing,2016,201605,20160530,84
Chengdu,2016,201605,20160530,75
Guangzhou,2016,201605,20160530,25
Shanghai,2016,201605,20160530,56
Shenyang,2016,201605,20160530,37
Beijing,2016,201605,20160531,67
Chengdu,2016,201605,20160531,85
Guangzhou,2016,201605,20160531,15
Shanghai,2016,201605,20160531,58
Shenyang,2016,201605,20160531,16
Beijing,2016,201606,20160601,55
Chengdu,2016,201606,20160601,77
Guangzhou,2016,201606,20160601,15
Shanghai,2016,201606,20160601,25
Shenyang,2016,201606,20160601,48
Beijing,2016,201606,20160602,62
Chengdu,2016,201606,20160602,32
Guangzhou,2016,201606,20160602,15
Shanghai,2016,201606,20160602,36
Shenyang,2016,201606,20160602,43
Beijing,2016,201606,20160603,84
Chengdu,2016,201606,20160603,32
Guangzhou,2016,201606,20160603,14
Shanghai,2016,201606,20160603,20
Shenyang,2016,201606,20160603,45
Beijing,2016,201606,20160604,83
Chengdu,2016,201606,20160604,54
Guangzhou,2016,201606,20160604,22
